-8.7,24.5
1.1,56.5
-33.6,9.2
-69.5,29.0
-129.1,-16.7
-106.6,-43.9
-19.1,-55.0
-93.6,-151.8
-97.7,-271.1
33.7,-123.2
91.9,-250.2
87.6,-106.1
146.1,-120.7
247.1,-143.4
292.9,-46.3
219.8,13.8
300.7,43.8
208.3,110.2
110.3,-10.3
178.2,-45.8
101.2,-58.8
-309.0,-83.7
-336.5,83.2
-389.4,211.9
-366.5,346.8
-190.0,414.9
-103.4,226.8
42.2,190.6
-53.5,132.8
-92.7,99.5
178.7,314.2
257.3,296.0
481.4,369.7
606.0,990.6
373.4,185.9
403.0,48.3
405.2,-50.8
396.9,-202.8
222.6,-301.8
264.8,-322.6
-28.1,-430.9
-300.2,-385.3
-377.6,-203.7
-657.5,95.7
-935.4,753.0
-1913.1,452.1
-1531.4,1791.5
-603.7,-255.1
-2927.8,2634.9
-3763.7,605.6
-2142.4,-549.3
-887.6,-482.4
-619.3,-824.5
9.7,-965.0
910.1,-239.3
1254.3,298.6
1668.2,632.4
307.4,3151.4
2927.8,2634.9
3847.4,896.5
3569.9,-1447.9
-17.2,-1884.3
-1504.1,-2046.5
-3569.9,-1447.9
1250.0,2165.1
408.7,2475.7
-500.3,2514.3
-1420.6,2284.2
-2307.7,1770.4
-3103.0,940.8
-3715.5,-244.1
-4004.9,-1815.5
-3767.8,-3769.4
-2729.4,-6027.5
-547.1,-8379.6
3159.6,-10405.2
8735.3,-11376.8
16342.8,-10155.0
25709.0,-5104.2
35726.4,5912.6
43880.4,25358.5
45509.7,55503.4
32987.5,97326.6
-2283.9,-1016.8
-1785.8,-1762.7
-1073.2,-2328.2
-193.3,-2683.0
826.3,-2788.7
1957.3,-2585.0
3149.4,-1986.4
4307.1,-885.3
5263.9,834.8
5751.0,3272.1
5368.0,6457.7
3559.9,10275.1
-379.9,14338.6
-7252.6,17821.7
-17798.8,19240.8
-32378.6,16216.1
-50405.3,5276.9
-69442.3,-18153.1
-83894.7,-59349.1
261.3,-2486.3
1124.6,-2243.1
1882.6,-1740.1
2491.9,-1012.9
2907.5,-75.8
3063.4,1062.7
2862.4,2381.4
2172.9,3822.8
832.7,5264.2
-1334.8,6480.7
-4482.8,7100.8
-8672.2,6560.8
-13754.2,4069.6
-19190.6,-1390.4
-23799.3,-10981.9
-25428.0,-25782.8
-20594.8,-46307.6
-4194.3,-71653.1
30519.3,-98128.6
30.1,-13.0
-3.8,49.6
58.9,-23.7
-57.6,38.9
-78.9,-58.3
126.5,-23.7
-114.0,-66.9
119.0,-66.9
58.9,-140.3
119.0,105.8
114.0,-118.7
170.3,-43.2
162.8,-69.1
-98.9,157.6
-182.9,-38.9
-187.9,38.9
-42.6,194.3
186.6,75.6
87.7,190.0
-77.7,-198.6
211.7,-32.4
192.9,-99.3
-65.1,207.2
120.2,-185.6
157.8,-164.1
220.4,-64.8
67.6,224.5
-238.0,25.9
-159.1,-192.1
222.9,112.2
250.5,-21.6
-214.2,-136.0
-127.8,220.2
-16.3,256.9
137.8,-220.2
-248.0,77.7
-185.4,198.6
-273.0,25.9
-170.3,224.5
-226.7,174.8
-255.5,-129.5
-8.8,291.4
-53.9,-287.1
63.9,-291.4
299.3,15.1
162.8,-259.0
-189.1,248.2
219.2,-222.3
-266.8,166.2
-92.7,302.2
-2.5,-319.5
-202.9,-250.4
229.2,235.3
246.7,-218.0
-216.7,252.6
-165.3,-289.3
269.3,200.8
225.4,-254.7
328.2,-99.3
-346.9,6.5
-334.4,97.1
-244.2,-248.2
329.4,-127.4
-154.1,-321.6
-194.1,-300.0
306.9,187.8
-351.9,-97.1
-323.1,181.3
374.5,10.8
370.7,56.1
259.3,-274.1
-46.3,-382.1
-314.4,-222.3
320.6,233.1
-41.3,395.0
-190.4,-349.7
-228.0,332.4
-18.8,-403.7
-121.5,386.4
248.0,-323.8
27.6,-418.8
-150.3,-392.9
-403.3,129.5
351.9,248.2
-433.4,-86.3
442.1,58.3
-182.9,410.1
154.1,-429.6
37.6,-461.9
-161.6,446.8
432.1,-200.8
-459.7,127.4
478.5,-17.3
329.4,-356.2
-359.5,-326.0
419.6,-243.9
137.8,466.3
-254.3,498.6
-484.7,338.9
155.3,608.7
-538.6,535.3
12.5,962.7
909.3,423.1
-918.1,-477.1
954.4,-423.1
650.0,826.7
-6.3,-1090.1
943.1,563.4
110.2,-1126.8
422.1,1137.6
1214.9,142.5
-974.4,-898.0
-929.3,949.8
469.7,1258.5
-201.7,1379.4
837.9,-1116.0
1395.3,-345.4
-147.8,1463.5
-911.8,-1187.2
240.5,-1502.4
1015.8,1189.4
-755.3,-1439.8
-1111.0,1245.5
995.7,-1388.0
1728.4,392.9
1295.1,-1269.3
-1878.7,103.6
1727.2,-757.7
-623.7,1839.1
961.9,-2029.1
2164.3,695.1
-1060.9,-2044.2
-1466.7,1849.9
