10855.0,-150.8
11712.0,-658.9
12366.6,-1438.2
12773.0,-2439.7
12862.7,-3637.7
12526.8,-4991.0
11616.8,-6405.2
9961.2,-7690.5
7404.0,-8514.3
3879.6,-8356.0
-462.7,-6477.9
-5069.5,-1947.1
-8729.0,6241.3
-9273.0,18858.2
-3314.2,35854.5
10434.1,-4962.0
9438.0,-4950.4
8481.4,-4602.8
7628.6,-3938.7
6952.0,-2946.1
6566.3,-1606.1
6647.2,73.6
7438.3,2014.5
9241.0,4006.5
12372.4,5000.0
17072.0,5000.0
23327.1,4556.0
30590.4,-705.6
36000.0,-10000.0
7500.0,-2500.0
7684.4,-1521.0
8192.8,-639.3
8994.9,85.2
10089.9,579.2
11476.5,726.3
13116.7,355.0
14890.7,-761.2
16539.5,-2882.4
17596.1,-6248.4
17316.5,-10971.1
14634.6,-16849.8
8191.6,-23089.2
-3478.3,-27915.7
-21487.6,-28129.4
8547.0,-2944.1
9888.0,-2380.0
9646.1,-2575.3
10002.6,-2187.9
9886.7,-2760.2
9954.6,-2506.8
9484.2,-2073.0
9601.4,-3224.9
9305.4,-3045.1
9924.4,-3075.8
9872.6,-1980.8
10289.7,-2059.4
9582.7,-2236.8
10012.9,-2493.8
9914.9,-2328.2
11128.0,-3608.5
10005.8,-2818.1
9703.2,-2833.0
9742.0,-2692.6
11221.6,-3063.7
9451.7,-2646.0
9055.4,-2672.7
10043.4,-2727.8
10099.3,-2588.3
10898.8,-2470.1
10238.5,-3021.8
10738.3,-2921.9
9892.2,-2220.1
9962.1,-2562.0
9898.9,-3752.8
8811.1,-2040.3
10110.0,-2479.8
10120.9,-1852.1
10215.7,-2299.8
9622.3,-2478.4
10043.4,-2328.7
11252.1,-3027.5
9798.7,-2410.4
9530.0,-2277.0
10153.1,-2552.5
9448.1,-2415.2
9735.0,-2089.4
10386.4,-3603.6
8919.1,-2573.7
10339.4,-3729.9
10289.8,-1937.0
9999.6,-2500.1
10143.5,-2589.9
10689.9,-2171.4
10013.5,-2118.1
9466.7,-2866.5
11444.8,-3182.2
10012.5,-1908.2
7996.0,-806.5
10726.9,-2305.1
9841.8,-1706.7
10543.7,-1666.1
9751.5,-2874.2
9015.3,-2672.0
10707.4,-2250.3
10128.6,-2706.6
8677.3,-2935.0
10005.7,-2341.3
10742.4,-2005.0
