100.958023,559.849243,0.000000
324.567261,584.537170,0.000000
112.782784,448.715179,0.000000
-50.153362,628.693848,0.000000
95.754150,269.800934,0.000000
-33.166206,370.688568,0.000000
268.758209,-455.922058,0.000000
355.249115,-286.310059,0.000000
328.510620,-97.567841,0.000000
587.615234,-130.444946,0.000000
420.540619,137.942749,0.000000
638.317505,54.116112,0.000000
488.104187,261.337189,0.000000
740.343750,370.939941,0.000000
922.966492,535.711792,0.000000
912.619019,574.911072,0.000000
817.201294,606.012390,0.000000
567.435791,601.701294,0.000000
507.552063,627.518433,0.000000
475.594604,559.810608,0.000000
78.666885,1015.564331,0.000000
-139.049057,1075.700195,0.000000
-194.390121,633.669189,0.000000
-757.021423,910.671265,0.000000
-737.683655,683.125671,0.000000
-641.063660,382.127258,0.000000
-528.248596,216.647995,0.000000
-637.676392,-196.552948,0.000000
-281.553711,-244.643860,0.000000
-257.530670,-650.966675,0.000000
